0.1,2203.3,3923.3,0,0.99934
1000.1,0.21372,0.38354,0,0.99932
2000.1,0.10314,0.18728,0,0.9993
3000.1,0.066238,0.12176,0,0.99927
4000.1,0.047796,0.088931,0,0.99828
5000.1,0.036741,0.069171,0,0.99855
6000.1,0.029362,0.05594,0,0.99844
7000.1,0.024104,0.046435,0,0.99959
8000.1,0.020036,0.039228,0,0.99916
9000.1,0.016448,0.033678,0,0.99907
10000,0.013326,0.02955,0,0.99903
11000,0.011142,0.026096,0,0.99939
12000,0.0097075,0.017358,0,0.99983
13000,0.0087058,0.014401,0.8781,1.0088
14000,0.0079633,0.018926,3.431,1.0343
15000,0.0073875,0.019552,6.0552,1.0606
16000,0.0069199,0.026873,8.6889,1.0869
17000,0.0065346,0.027459,11.295,1.113
18000,0.0062045,0.02761,13.852,1.1385
19000,0.0059242,0.027548,16.35,1.1635
